,msoa_code,name,ethnicity_white_2011,ethnicity_mixed_2011,ethnicity_asian_2011,ethnicity_black_2011,ethnicity_other_2011,ethnicity_bame_2011,perc_ethnicity_white_2011,perc_ethnicity_mixed_2011,perc_ethnicity_asian_2011,perc_ethnicity_black_2011,perc_ethnicity_other_2011,perc_ethnicity_bame_2011,uk_born_2011,not_uk_born_2011,perc_uk_born_2011,perc_not_uk_born_2011,language_has_not_+16_english_speaker_2011,language_has_not_+16_english_speaker_2011,perc_language_has_not_+16_english_speaker_2011,perc_language_has_not_+16_english_speaker_2011,religion_christian_2011,religion_buddhist_2011,religion_hindu_2011,religion_jewish_2011,religion_muslim_2011,religion_sikh_2011,religion_other_religion_2011,religion_no_religion_2011,religion_religion_not_stated_2011,perc_religion_christian_2011,perc_religion_buddhist_2011,perc_religion_hindu_2011,perc_religion_jewish_2011,perc_religion_muslim_2011,perc_religion_sikh_2011,perc_religion_other_religion_2011,perc_religion_no_religion_2011,perc_religion_religion_not_stated_2011,median_house_price_2005,median_house_price_2006,median_house_price_2007,median_house_price_2008,median_house_price_2009,median_house_price_2010,median_house_price_2011,median_house_price_2012,median_house_price_2013,sales_house_price_2005,sales_house_price_2006,sales_house_price_2007,sales_house_price_2008,sales_house_price_2009,sales_house_price_2010,sales_house_price_2011,sales_house_price_2011,sales_house_price_2013,qualification_no_qualification_2011,qualification_level_1_2011,qualification_level_2_2011,qualification_apprenticeship_2011,qualification_level_3_2011,qualification_level_4_2011,qualification_other_qualifications_2011,qualification_students_2011,economic_activity_active_total_2011,economic_activity_active_unemployed_2011,economic_activity_inactive_total_2011,perc_economic_activity_active_2011,unemployment_rate_2011,perc_economic_activity_inactive_total_2011
270,E02000271,Ealing 034,5599,303,453,218,190,1164,82.8,4.5,6.7,3.2,2.8,17.2,4361,2402,64.5,35.5,2541,330,88.5,11.5,3639,71,72,63,366,20,49,1909,574,53.8,1.0,1.1,0.9,5.4,0.3,0.7,28.2,8.5,440000,425000,575000,520000,535000,600000,717500,750000,825000,168,217,160,95,103,131,122,138,123,432,277,411,49,532,3347,465,342,3969,156,1230,76.3,3.9,23.7
271,E02000272,Ealing 035,5002,299,928,331,188,1746,74.1,4.4,13.8,4.9,2.8,25.9,4420,2328,65.5,34.5,2306,273,89.4,10.6,3679,52,251,31,387,127,45,1679,497,54.5,0.8,3.7,0.5,5.7,1.9,0.7,24.9,7.4,295000,344975,390000,380000,395000,438000,457250,467250,575000,110,142,123,75,69,81,92,76,83,618,442,571,84,581,2644,524,292,3826,186,1202,76.1,4.9,23.9
272,E02000274,Ealing 037,1067,264,9157,1532,713,11666,8.4,2.1,71.9,12.0,5.6,91.6,4670,8063,36.7,63.3,2002,1555,56.3,43.7,1715,30,1793,6,3131,4953,170,273,662,13.5,0.2,14.1,0.0,24.6,38.9,1.3,2.1,5.2,195000,200000,217000,227000,200000,217500,218000,220000,200000,128,115,147,103,42,64,45,36,149,2285,1247,997,104,943,2069,2203,1210,6161,641,3286,65.2,10.4,34.8
273,E02000275,Ealing 038,1208,167,4654,612,461,5894,17.0,2.4,65.5,8.6,6.5,83.0,3113,3989,43.8,56.2,1379,752,64.7,35.3,1332,19,959,14,1272,2778,66,258,404,18.8,0.3,13.5,0.2,17.9,39.1,0.9,3.6,5.7,220000,198475,230000,217000,241250,210250,196500,247500,260000,57,76,71,33,22,28,32,38,32,1311,670,633,73,518,1566,981,543,3507,353,1771,66.4,10.1,33.6
274,E02000276,Ealing 039,5085,328,832,340,137,1637,75.6,4.9,12.4,5.1,2.0,24.4,4087,2635,60.8,39.2,2268,366,86.1,13.9,3463,83,255,44,300,62,32,1960,523,51.5,1.2,3.8,0.7,4.5,0.9,0.5,29.2,7.8,250000,278700,325000,336250,377500,305000,402500,361150,550000,123,152,148,62,72,97,96,92,83,495,382,421,80,493,3028,601,538,4027,160,1184,77.3,4.0,22.7
275,E02006791,Ealing 040,5079,308,646,508,170,1632,75.7,4.6,9.6,7.6,2.5,24.3,4229,2482,63.0,37.0,2690,378,87.7,12.3,3322,77,138,61,487,56,38,2014,518,49.5,1.1,2.1,0.9,7.3,0.8,0.6,30.0,7.7,327000,326000,395000,372000,380000,440000,445000,427581,477500,176,204,207,76,99,155,129,150,124,572,353,463,79,542,3096,524,300,4220,203,1188,78.0,4.8,22.0
276,E02000277,Enfield 001,4598,379,371,1429,304,2483,64.9,5.4,5.2,20.2,4.3,35.1,5068,2013,71.6,28.4,2280,371,86.0,14.0,4219,18,94,34,1064,8,11,1093,540,59.6,0.3,1.3,0.5,15.0,0.1,0.2,15.4,7.6,186250,207000,225000,226000,199838,222000,227500,220000,225000,130,150,158,64,56,69,64,53,56,1516,857,833,149,612,1087,422,318,3548,325,1487,70.5,9.2,29.5
277,E02000278,Enfield 002,5384,537,596,1941,379,3453,60.9,6.1,6.7,22.0,4.3,39.1,6052,2785,68.5,31.5,2657,621,81.1,18.9,4971,46,95,23,1583,15,39,1426,639,56.3,0.5,1.1,0.3,17.9,0.2,0.4,16.1,7.2,181000,199975,215000,220000,206500,221000,203000,209225,231000,153,150,184,65,56,57,51,84,58,2104,938,976,154,646,1128,550,448,3795,456,2181,63.5,12.0,36.5
278,E02000279,Enfield 003,5849,770,878,3174,621,5443,51.8,6.8,7.8,28.1,5.5,48.2,7307,3985,64.7,35.3,3515,841,80.7,19.3,5799,52,273,25,2209,27,47,2005,855,51.4,0.5,2.4,0.2,19.6,0.2,0.4,17.8,7.6,166000,165300,199500,197475,201000,201500,190000,207500,173000,220,310,335,178,94,94,85,85,105,2019,1218,1132,152,769,2069,779,563,5339,621,2505,68.1,11.6,31.9
279,E02000280,Enfield 004,6993,357,460,528,177,1522,82.1,4.2,5.4,6.2,2.1,17.9,6998,1517,82.2,17.8,3218,248,92.8,7.2,5242,37,107,60,539,23,33,1817,657,61.6,0.4,1.3,0.7,6.3,0.3,0.4,21.3,7.7,222500,248500,269000,250000,250000,283625,279150,284000,305000,155,184,164,102,101,112,114,122,104,1442,875,984,227,760,2037,383,262,4413,283,1707,72.1,6.4,27.9
280,E02000281,Enfield 005,6028,520,700,1249,338,2807,68.2,5.9,7.9,14.1,3.8,31.8,6607,2228,74.8,25.2,3082,449,87.3,12.7,5120,42,195,39,983,35,30,1681,710,58.0,0.5,2.2,0.4,11.1,0.4,0.3,19.0,8.0,185000,195500,210000,221000,175000,214000,195000,225000,244250,178,244,246,94,77,89,88,71,86,1568,1072,992,192,740,1638,536,359,4389,399,1842,70.4,9.1,29.6
281,E02000282,Enfield 006,5212,580,672,2073,578,3903,57.2,6.4,7.4,22.7,6.3,42.8,5829,3286,63.9,36.1,2688,803,77.0,23.0,4524,44,146,26,2065,20,56,1516,718,49.6,0.5,1.6,0.3,22.7,0.2,0.6,16.6,7.9,153000,155000,175000,177000,182000,165000,180000,190250,185000,156,185,189,105,49,53,69,72,61,2103,984,943,118,618,1084,632,457,3881,526,2314,62.6,13.6,37.4
282,E02000283,Enfield 007,5087,529,610,1725,473,3337,60.4,6.3,7.2,20.5,5.6,39.6,5730,2694,68.0,32.0,2377,466,83.6,16.4,4676,38,156,22,1601,18,34,1314,565,55.5,0.5,1.9,0.3,19.0,0.2,0.4,15.6,6.7,195500,205250,225000,232000,205000,220000,222500,230000,245000,122,164,200,59,60,54,58,51,57,1763,1071,916,176,595,1186,530,454,3895,408,1993,66.2,10.5,33.8
283,E02000284,Enfield 008,6655,402,483,495,165,1545,81.2,4.9,5.9,6.0,2.0,18.8,6717,1483,81.9,18.1,3275,222,93.7,6.3,4879,58,130,80,446,20,32,1925,630,59.5,0.7,1.6,1.0,5.4,0.2,0.4,23.5,7.7,215500,232000,250000,239950,220000,285000,244400,250000,285500,184,213,225,115,83,114,109,114,120,1187,826,902,170,673,2416,401,249,4493,272,1507,74.9,6.1,25.1
284,E02000285,Enfield 009,5442,251,363,366,175,1155,82.5,3.8,5.5,5.5,2.7,17.5,5515,1082,83.6,16.4,2347,119,95.2,4.8,4488,25,156,33,354,3,25,1015,498,68.0,0.4,2.4,0.5,5.4,0.0,0.4,15.4,7.5,250000,272250,314998,272500,276100,305000,320000,310000,320000,86,104,118,52,64,82,65,51,79,940,836,876,192,639,1507,270,191,3488,184,1269,73.3,5.3,26.7
285,E02000286,Enfield 010,6591,300,683,405,179,1567,80.8,3.7,8.4,5.0,2.2,19.2,6485,1673,79.5,20.5,3616,247,93.6,6.4,4639,71,225,336,470,22,33,1640,722,56.9,0.9,2.8,4.1,5.8,0.3,0.4,20.1,8.9,215000,207500,250000,250000,225500,260000,247500,250000,249997,208,250,291,193,152,152,151,148,138,1223,807,993,145,771,2704,379,262,4528,218,1639,73.4,4.8,26.6
286,E02000287,Enfield 011,5204,229,812,327,251,1619,76.3,3.4,11.9,4.8,3.7,23.7,4908,1915,71.9,28.1,2270,270,89.4,10.6,3477,55,295,807,548,14,96,964,567,51.0,0.8,4.3,11.8,8.0,0.2,1.4,14.1,8.3,360000,503500,537500,775000,640000,514000,477500,690000,435000,99,116,126,61,63,76,60,67,85,1008,564,862,94,698,2075,373,582,3240,165,1717,65.4,5.1,34.6
287,E02000288,Enfield 012,5318,575,1522,2455,620,5172,50.7,5.5,14.5,23.4,5.9,49.3,6209,4281,59.2,40.8,2935,849,77.6,22.4,5234,44,249,32,2774,25,27,1349,756,49.9,0.4,2.4,0.3,26.4,0.2,0.3,12.9,7.2,180000,189000,210000,220000,205000,210000,206000,205000,210000,138,189,191,127,55,82,76,54,77,2193,1162,1097,146,843,1692,774,733,4823,518,2594,65.0,10.7,35.0
288,E02000289,Enfield 013,5058,237,788,234,252,1511,77.0,3.6,12.0,3.6,3.8,23.0,5032,1537,76.6,23.4,2246,175,92.8,7.2,3775,58,348,288,579,12,64,929,516,57.5,0.9,5.3,4.4,8.8,0.2,1.0,14.1,7.9,356000,373000,410000,437500,377000,397475,446500,429950,430000,87,99,114,48,53,50,68,59,69,948,650,761,118,645,1855,352,297,3260,176,1461,69.1,5.4,30.9
289,E02000290,Enfield 014,3273,509,997,2000,463,3969,45.2,7.0,13.8,27.6,6.4,54.8,4213,3029,58.2,41.8,2122,731,74.4,25.6,3346,26,178,18,2056,8,27,1012,571,46.2,0.4,2.5,0.2,28.4,0.1,0.4,14.0,7.9,181550,185975,186500,170000,170000,180000,208000,156000,195000,136,238,125,53,35,43,37,44,31,1535,718,754,72,488,1023,582,440,3108,410,1799,63.3,13.2,36.7
290,E02000291,Enfield 015,6265,522,584,1134,419,2659,70.2,5.8,6.5,12.7,4.7,29.8,6453,2471,72.3,27.7,3465,533,86.7,13.3,5042,63,117,112,988,21,44,1726,811,56.5,0.7,1.3,1.3,11.1,0.2,0.5,19.3,9.1,189000,197750,216000,213500,203750,222500,218000,219000,233000,199,258,307,137,94,120,107,114,164,1519,851,968,134,830,2275,571,406,4611,373,1845,71.4,8.1,28.6
291,E02000292,Enfield 016,6351,543,978,1252,394,3167,66.7,5.7,10.3,13.2,4.1,33.3,6887,2631,72.4,27.6,3144,434,87.9,12.1,5375,62,308,51,1233,28,33,1589,839,56.5,0.7,3.2,0.5,13.0,0.3,0.3,16.7,8.8,210000,223000,248000,240000,230000,249500,240000,245119,259750,193,241,210,99,92,117,96,107,114,1618,1044,1076,183,872,2042,532,456,4923,358,1924,71.9,7.3,28.1
292,E02000293,Enfield 017,5103,223,546,257,178,1204,80.9,3.5,8.7,4.1,2.8,19.1,5034,1273,79.8,20.2,2315,155,93.7,6.3,3907,43,198,179,351,35,47,1074,473,61.9,0.7,3.1,2.8,5.6,0.6,0.7,17.0,7.5,313750,347500,449950,440000,389500,432500,464000,450000,470000,96,148,125,67,84,78,59,87,96,810,535,749,133,596,2032,281,226,3189,147,1281,71.3,4.6,28.7
293,E02000294,Enfield 018,4349,446,1182,2337,565,4530,49.0,5.0,13.3,26.3,6.4,51.0,5185,3694,58.4,41.6,2371,638,78.8,21.2,4616,35,362,9,2206,39,26,1001,585,52.0,0.4,4.1,0.1,24.8,0.4,0.3,11.3,6.6,194000,205500,234000,236500,210000,225000,212498,220000,240000,123,152,151,62,59,37,40,47,59,1872,947,913,112,811,1343,726,676,3991,371,2285,63.6,9.3,36.4
294,E02000295,Enfield 019,5808,468,1179,528,391,2566,69.4,5.6,14.1,6.3,4.7,30.6,5838,2536,69.7,30.3,2936,411,87.7,12.3,4412,88,420,331,826,60,82,1475,680,52.7,1.1,5.0,4.0,9.9,0.7,1.0,17.6,8.1,230000,245000,250000,285225,250000,269500,250000,307500,273500,149,204,276,86,76,134,87,96,116,1138,764,886,119,682,2609,508,399,4275,289,1765,70.8,6.8,29.2
295,E02000296,Enfield 020,6531,495,1520,585,404,3004,68.5,5.2,15.9,6.1,4.2,31.5,6002,3533,62.9,37.1,3288,653,83.4,16.6,4578,76,485,460,1095,50,123,1835,833,48.0,0.8,5.1,4.8,11.5,0.5,1.3,19.2,8.7,245000,219975,249000,245000,236750,250000,260000,265000,275000,215,212,200,98,120,116,127,116,141,1499,716,937,111,964,2888,770,819,5020,364,2077,70.7,7.3,29.3
296,E02000297,Enfield 021,6979,372,899,754,294,2319,75.1,4.0,9.7,8.1,3.2,24.9,6953,2345,74.8,25.2,3196,286,91.8,8.2,5766,49,349,98,946,40,26,1370,654,62.0,0.5,3.8,1.1,10.2,0.4,0.3,14.7,7.0,270000,295000,334998,338500,295500,340000,355000,358500,370000,136,227,178,76,88,107,95,100,107,1462,953,1169,194,838,2575,484,342,4984,226,1923,72.2,4.5,27.8
297,E02000298,Enfield 022,6438,326,592,341,279,1538,80.7,4.1,7.4,4.3,3.5,19.3,6087,1889,76.3,23.7,2857,218,92.9,7.1,4965,43,245,193,502,52,40,1368,568,62.2,0.5,3.1,2.4,6.3,0.7,0.5,17.2,7.1,380000,434000,457475,431250,440500,460000,499950,480000,507500,131,166,132,82,92,85,79,80,114,919,649,836,125,649,2889,376,289,4315,175,1533,73.8,4.1,26.2
298,E02000299,Enfield 023,3790,506,1222,3109,685,5522,40.7,5.4,13.1,33.4,7.4,59.3,5015,4297,53.9,46.1,2623,815,76.3,23.7,4855,34,394,15,2297,53,42,950,672,52.1,0.4,4.2,0.2,24.7,0.6,0.5,10.2,7.2,186336,187500,216000,217900,190000,200000,210000,204500,215000,130,153,179,79,48,79,59,50,62,1962,969,997,112,688,1394,744,542,4165,444,2255,64.9,10.7,35.1
299,E02000300,Enfield 024,3505,559,1087,2436,570,4652,43.0,6.9,13.3,29.9,7.0,57.0,4437,3720,54.4,45.6,2247,751,74.9,25.1,4239,48,432,19,1848,19,28,850,674,52.0,0.6,5.3,0.2,22.7,0.2,0.3,10.4,8.3,174000,200000,225000,211500,204000,191000,209250,215033,230000,142,169,164,94,66,56,62,68,59,1517,877,912,112,668,1392,629,473,3843,400,1933,66.5,10.4,33.5
300,E02000301,Enfield 025,4207,746,1104,3296,717,5863,41.8,7.4,11.0,32.7,7.1,58.2,5490,4580,54.5,45.5,2855,1068,72.8,27.2,5106,38,319,8,2575,18,50,1198,758,50.7,0.4,3.2,0.1,25.6,0.2,0.5,11.9,7.5,166000,165750,188000,164500,175000,190000,173000,187500,189000,136,152,183,108,48,64,46,64,53,2176,1038,1051,107,728,1429,827,613,4307,549,2661,61.8,12.7,38.2
301,E02000302,Enfield 026,5376,428,1068,958,496,2950,64.6,5.1,12.8,11.5,6.0,35.4,5273,3053,63.3,36.7,2616,507,83.8,16.2,4531,39,452,74,1326,38,45,1160,661,54.4,0.5,5.4,0.9,15.9,0.5,0.5,13.9,7.9,259500,277250,297500,282500,272500,310000,340000,335000,350000,104,146,112,69,77,66,55,101,90,1514,801,870,153,741,1967,614,451,4188,303,1915,68.6,7.2,31.4
302,E02000303,Enfield 027,3753,482,1168,2371,616,4637,44.7,5.7,13.9,28.3,7.3,55.3,4838,3552,57.7,42.3,2314,806,74.2,25.8,4008,46,294,14,2284,23,15,1030,676,47.8,0.5,3.5,0.2,27.2,0.3,0.2,12.3,8.1,184000,176000,189498,189500,198000,159248,235000,233500,240000,98,109,110,56,56,52,45,50,47,1924,913,853,86,551,1181,644,535,3471,463,2295,60.2,13.3,39.8
303,E02000304,Enfield 028,5957,431,1095,291,315,2132,73.6,5.3,13.5,3.6,3.9,26.4,5657,2432,69.9,30.1,2658,306,89.7,10.3,4239,69,341,466,652,57,148,1461,656,52.4,0.9,4.2,5.8,8.1,0.7,1.8,18.1,8.1,391000,389950,398000,417000,310500,465000,493000,485000,584500,110,127,123,71,56,64,57,58,78,909,539,827,108,677,3073,491,399,4312,194,1644,72.4,4.5,27.6
304,E02000305,Enfield 029,6266,527,853,569,418,2367,72.6,6.1,9.9,6.6,4.8,27.4,5647,2986,65.4,34.6,2922,559,83.9,16.1,4575,54,229,161,907,32,62,1927,686,53.0,0.6,2.7,1.9,10.5,0.4,0.7,22.3,7.9,240000,240000,268500,265000,275000,267000,260000,280000,315995,163,201,178,79,78,101,131,112,100,1103,621,793,92,737,3121,689,493,5042,286,1617,75.7,5.7,24.3
305,E02000306,Enfield 030,3462,551,1106,3479,551,5687,37.8,6.0,12.1,38.0,6.0,62.2,4800,4349,52.5,47.5,2568,1026,71.5,28.5,4423,26,263,15,2691,24,31,988,688,48.3,0.3,2.9,0.2,29.4,0.3,0.3,10.8,7.5,158500,180000,172725,180000,169000,150000,177000,166000,175000,94,149,104,61,17,42,26,31,31,2068,957,888,73,594,1245,697,566,3781,586,2418,61.0,15.5,39.0
306,E02000307,Enfield 031,5097,468,1610,1961,737,4776,51.6,4.7,16.3,19.9,7.5,48.4,5321,4552,53.9,46.1,2485,883,73.8,26.2,4934,37,625,50,2517,65,50,877,718,50.0,0.4,6.3,0.5,25.5,0.7,0.5,8.9,7.3,188000,235000,235000,226500,210000,231500,210000,247500,260000,121,159,191,86,62,70,72,68,79,1927,993,1053,121,800,1789,855,613,4726,468,2323,67.0,9.9,33.0
307,E02000308,Enfield 032,4596,438,1563,802,337,3140,59.4,5.7,20.2,10.4,4.4,40.6,4385,3351,56.7,43.3,2292,616,78.8,21.2,3862,92,561,124,953,35,176,1389,544,49.9,1.2,7.3,1.6,12.3,0.5,2.3,18.0,7.0,244250,277500,296000,280000,285000,302500,315000,330000,332000,113,120,131,60,61,63,79,61,51,1129,673,718,110,654,2270,773,528,4133,309,1744,70.3,7.5,29.7
308,E02000309,Enfield 033,4055,739,1361,3608,726,6434,38.7,7.0,13.0,34.4,6.9,61.3,5328,5161,50.8,49.2,2711,1074,71.6,28.4,5203,70,493,11,2782,41,36,1065,788,49.6,0.7,4.7,0.1,26.5,0.4,0.3,10.2,7.5,180000,180000,195000,202000,175000,182500,190000,200000,213000,159,177,215,89,64,62,89,58,51,2079,1083,1073,128,702,1647,963,704,4685,556,2626,64.1,11.9,35.9
309,E02000311,Enfield 035,5534,549,1616,1344,829,4338,56.1,5.6,16.4,13.6,8.4,43.9,5165,4707,52.3,47.7,2653,1003,72.6,27.4,4923,80,590,71,2175,43,110,1165,715,49.9,0.8,6.0,0.7,22.0,0.4,1.1,11.8,7.2,209000,233000,249500,250000,206000,225000,250000,250000,268000,130,142,143,77,101,94,69,75,73,1771,935,980,123,801,2106,1110,541,5102,457,2201,69.9,9.0,30.1
310,E02000312,Enfield 036,6864,599,1519,1040,451,3609,65.5,5.7,14.5,9.9,4.3,34.5,5829,4644,55.7,44.3,3275,987,76.8,23.2,5137,76,562,115,1194,40,167,2288,894,49.0,0.7,5.4,1.1,11.4,0.4,1.6,21.8,8.5,199975,235500,250000,250000,250000,250000,250000,300000,280000,186,210,233,81,78,95,94,95,123,1273,790,953,121,934,3553,1208,663,6255,414,2006,75.7,6.6,24.3
311,E02006793,Enfield 037,3662,590,1106,2834,716,5246,41.1,6.6,12.4,31.8,8.0,58.9,4574,4334,51.3,48.7,2286,1070,68.1,31.9,4332,42,241,13,2522,15,15,1050,678,48.6,0.5,2.7,0.1,28.3,0.2,0.2,11.8,7.6,164500,158500,155500,161250,137000,171000,148000,180500,212500,94,117,124,66,25,45,40,36,40,1998,932,866,53,543,1306,828,552,3816,499,2404,61.4,13.1,38.6
312,E02000313,Greenwich 001,3235,294,271,2675,91,3331,49.3,4.5,4.1,40.7,1.4,50.7,4146,2420,63.1,36.9,2236,339,86.8,13.2,4184,70,17,8,363,27,21,1386,490,63.7,1.1,0.3,0.1,5.5,0.4,0.3,21.1,7.5,165000,165000,175000,180000,139000,176000,154500,164995,159000,62,55,84,40,14,12,10,19,14,1121,724,685,76,438,1248,482,384,3221,376,1413,69.5,11.7,30.5
313,E02000314,Greenwich 002,5125,759,1268,5767,245,8039,38.9,5.8,9.6,43.8,1.9,61.1,7333,5831,55.7,44.3,3635,747,83.0,17.0,8246,179,192,28,1173,86,36,2431,793,62.6,1.4,1.5,0.2,8.9,0.7,0.3,18.5,6.0,198000,202920,182995,181000,157000,171000,157000,161500,158000,499,537,285,125,41,41,49,56,83,1506,1177,1298,127,835,3310,1051,818,6411,653,2639,70.8,10.2,29.2
314,E02000315,Greenwich 003,4747,400,626,3161,146,4333,52.3,4.4,6.9,34.8,1.6,47.7,6102,2978,67.2,32.8,3102,338,90.2,9.8,5463,66,134,3,742,146,39,1825,662,60.2,0.7,1.5,0.0,8.2,1.6,0.4,20.1,7.3,165000,171000,176000,187500,163250,174560,164000,162500,175000,86,119,141,62,30,29,46,45,43,1821,947,961,126,608,1503,559,532,4068,500,1939,67.7,12.3,32.3
315,E02000316,Greenwich 004,5710,631,1526,2595,288,5040,53.1,5.9,14.2,24.1,2.7,46.9,6261,4489,58.2,41.8,4106,838,83.1,16.9,5295,217,439,21,1038,85,50,2828,777,49.3,2.0,4.1,0.2,9.7,0.8,0.5,26.3,7.2,238554,258500,250000,250000,250000,250000,224000,207500,294500,421,358,352,113,116,113,125,227,181,1374,841,979,101,858,3525,865,908,6363,555,1912,76.9,8.7,23.1
316,E02000317,Greenwich 005,4042,501,1079,2621,127,4328,48.3,6.0,12.9,31.3,1.5,51.7,5320,3050,63.6,36.4,2684,516,83.9,16.1,4146,205,244,8,1080,50,33,1950,654,49.5,2.4,2.9,0.1,12.9,0.6,0.4,23.3,7.8,194250,175000,208500,174500,207500,164000,190000,152400,192500,130,64,60,35,24,20,25,39,54,1530,792,895,75,592,1613,562,636,3764,536,2019,65.1,14.2,34.9
317,E02000318,Greenwich 006,3447,464,3455,2280,196,6395,35.0,4.7,35.1,23.2,2.0,65.0,4901,4941,49.8,50.2,2530,753,77.1,22.9,4055,502,1652,1,1060,471,29,1438,634,41.2,5.1,16.8,0.0,10.8,4.8,0.3,14.6,6.4,167750,173000,188000,195000,175000,185000,174500,171000,201000,144,169,175,96,58,59,52,71,62,1626,1024,1004,100,790,1963,1105,1062,5056,557,2212,69.6,11.0,30.4
318,E02000319,Greenwich 007,4561,563,2547,2997,303,6410,41.6,5.1,23.2,27.3,2.8,58.4,6062,4909,55.3,44.7,3170,696,82.0,18.0,5184,341,1057,11,1259,262,20,2082,755,47.3,3.1,9.6,0.1,11.5,2.4,0.2,19.0,6.9,177750,170250,192000,197500,153000,185500,175000,190000,188000,248,176,183,79,47,59,84,77,85,1604,1058,1087,121,925,2646,1105,887,5881,693,2337,71.6,11.8,28.4
319,E02000320,Greenwich 008,3687,378,790,1637,132,2937,55.7,5.7,11.9,24.7,2.0,44.3,4579,2045,69.1,30.9,2245,279,88.9,11.1,3756,60,295,8,418,182,29,1347,529,56.7,0.9,4.5,0.1,6.3,2.7,0.4,20.3,8.0,165500,178000,190000,200000,174000,180998,180000,184498,209995,87,123,135,61,45,40,42,42,51,1082,743,764,110,550,1273,440,370,3339,309,1343,71.3,9.3,28.7
320,E02000321,Greenwich 009,3615,420,1043,1988,134,3585,50.2,5.8,14.5,27.6,1.9,49.8,4432,2768,61.6,38.4,2433,444,84.6,15.4,3670,191,310,10,715,106,20,1699,479,51.0,2.7,4.3,0.1,9.9,1.5,0.3,23.6,6.7,165000,185000,190000,185000,158000,185000,175000,197500,193000,92,123,171,31,38,33,23,23,40,1390,768,744,110,547,1366,546,523,3565,435,1649,68.4,12.2,31.6
321,E02000323,Greenwich 011,4166,578,2206,3492,232,6508,39.0,5.4,20.7,32.7,2.2,61.0,5790,4884,54.2,45.8,3186,815,79.6,20.4,5021,316,813,10,1452,348,31,1981,702,47.0,3.0,7.6,0.1,13.6,3.3,0.3,18.6,6.6,171500,170000,176250,171000,189995,182000,180000,187500,176500,125,143,133,69,43,45,45,56,54,1804,962,1060,92,858,2203,936,1098,5257,662,2365,69.0,12.6,31.0
322,E02000324,Greenwich 012,4397,393,1109,1293,123,2918,60.1,5.4,15.2,17.7,1.7,39.9,4916,2399,67.2,32.8,2437,370,86.8,13.2,3480,181,353,19,592,108,26,1924,632,47.6,2.5,4.8,0.3,8.1,1.5,0.4,26.3,8.6,202000,205000,225500,232200,224000,250000,247000,249000,250000,55,113,96,41,36,45,45,50,54,1445,656,678,99,593,1677,509,500,3519,349,1685,67.6,9.9,32.4
323,E02000326,Greenwich 014,4782,398,848,938,104,2288,67.6,5.6,12.0,13.3,1.5,32.4,5009,2061,70.8,29.2,2622,310,89.4,10.6,3305,104,229,19,391,141,36,2264,581,46.7,1.5,3.2,0.3,5.5,2.0,0.5,32.0,8.2,235000,236000,288250,245000,285000,320000,285000,337250,385000,140,188,166,111,102,95,95,100,110,894,549,627,84,525,2506,405,410,3947,260,1360,74.4,6.6,25.6
324,E02000327,Greenwich 015,3248,412,734,2272,159,3577,47.6,6.0,10.8,33.3,2.3,52.4,4396,2429,64.4,35.6,2027,330,86.0,14.0,3761,175,136,7,716,68,27,1557,378,55.1,2.6,2.0,0.1,10.5,1.0,0.4,22.8,5.5,148500,145000,170000,191000,180000,160000,163500,181500,190250,65,55,68,46,23,21,27,26,34,982,752,878,65,569,1215,414,456,3252,393,1486,68.6,12.1,31.4
325,E02000328,Greenwich 016,5392,290,384,435,105,1214,81.6,4.4,5.8,6.6,1.6,18.4,4998,1608,75.7,24.3,2884,186,93.9,6.1,3253,64,60,32,169,56,47,2380,545,49.2,1.0,0.9,0.5,2.6,0.8,0.7,36.0,8.3,249995,299975,325000,335000,325000,310000,335000,375000,340000,147,158,143,77,95,149,115,114,123,808,341,537,61,469,2984,295,323,3671,207,1333,73.4,5.6,26.6
326,E02000329,Greenwich 017,3960,276,768,1027,149,2220,64.1,4.5,12.4,16.6,2.4,35.9,4747,1433,76.8,23.2,2189,175,92.6,7.4,3322,33,255,7,349,246,23,1458,487,53.8,0.5,4.1,0.1,5.6,4.0,0.4,23.6,7.9,179998,182750,205000,210000,180000,195500,190000,180500,212500,92,104,108,49,51,64,49,51,58,1150,687,721,125,517,1216,485,299,3169,284,1372,69.8,9.0,30.2
327,E02000331,Greenwich 019,5070,395,999,1227,140,2761,64.7,5.0,12.8,15.7,1.8,35.3,5571,2260,71.1,28.9,2936,300,90.7,9.3,4083,110,338,5,484,132,42,2104,533,52.1,1.4,4.3,0.1,6.2,1.7,0.5,26.9,6.8,184498,189500,222500,227500,215000,225000,235000,227500,235000,128,218,264,78,65,72,77,72,101,1424,739,816,124,635,1999,471,529,4048,312,1739,69.9,7.7,30.1
328,E02000332,Greenwich 020,4971,422,584,1149,127,2282,68.5,5.8,8.1,15.8,1.8,31.5,5486,1767,75.6,24.4,2785,173,94.2,5.8,4164,60,145,7,321,141,26,1750,639,57.4,0.8,2.0,0.1,4.4,1.9,0.4,24.1,8.8,200000,210000,228250,240000,220000,235000,231250,237500,250000,135,162,170,65,47,70,56,111,111,920,711,825,167,592,2111,419,278,3900,301,1469,72.6,7.7,27.4
